run_id,reward,rso_r_N_x,rso_r_N_y,rso_r_N_z,rso_v_N_x,rso_v_N_y,rso_v_N_z,inspector_r_N_x,inspector_r_N_y,inspector_r_N_z,inspector_v_N_x,inspector_v_N_y,inspector_v_N_z,hill_x,hill_y,hill_z,v_DC_Hc_x,v_DC_Hc_y,v_DC_Hc_z,inspector_sigma_BN_x,inspector_sigma_BN_y,inspector_sigma_BN_z,inspector_omega_BN_B_x,inspector_omega_BN_B_y,inspector_omega_BN_B_z,docked_state,dV_remaining,max_range_violation,sim_time,pointing_error,torque_cmd_x,torque_cmd_y,torque_cmd_z,wheel_speeds_x,wheel_speeds_y,wheel_speeds_z,time_min,range_mag,vel_mag,sigma_1,sigma_2,sigma_3,torque_x,torque_y,torque_z,ws_0,ws_1,ws_2,pointing_error_deg
13,-0.03179679819123428,-28366622789.518307,-26981321321.013676,15692918417.966059,59.30372730784174,-18.94199956307614,74.64255893567143,-28366624928.45077,-26981321715.327106,15692914573.555622,60.32768637320435,-18.288380761511945,76.2297777267209,260.40946898543154,-4180.537524178803,-1401.8914695809228,-0.5162509346289671,1.71631062506051,0.8847281468450928,0.30822337829339524,0.23753104474320041,0.6888236919076477,5.6531619734147265e-05,5.1801087371431644e-05,8.967900159112592e-05,False,148.0,False,1.0,0.5024673227548621,0.0,0.0,0.0,38.0636634555599,-134.83374636091884,29.930649115188224,0.016666666666666666,4417.013332002528,1.9987448769217229,0.30822337829339524,0.23753104474320041,0.6888236919076477,0.0,0.0,0.0,38.0636634555599,-134.83374636091884,29.930649115188224,28.78925693709135
13,-0.03177706112710247,-28366622670.91426,-26981321358.901188,15692918567.245258,59.300318949757035,-18.945512605433322,74.6366413627151,-28366624805.76362,-26981321750.646553,15692914729.213682,61.34187172942517,-17.661479873240044,77.82607153351432,258.3938910914233,-4173.5865375090925,-1398.5494633090425,-1.0077884154386267,3.4446953078769593,1.7628371030383345,0.3082474416495786,0.23756211654999035,0.6889091929272753,2.872871778182348e-05,4.80160350528452e-05,9.978654340034226e-05,False,146.0,False,2.0,0.5028101348645033,0.0,0.0,0.0,38.063691258461844,-134.8337425758665,29.930639007646416,0.03333333333333333,4409.255332859791,3.99864450861169,0.3082474416495786,0.23756211654999035,0.6889091929272753,0.0,0.0,0.0,38.063691258461844,-134.8337425758665,29.930639007646416,28.80889862413977
13,-0.0317499630666087,-28366622552.31703,-26981321396.795727,15692918716.512625,59.29691059632481,-18.949025649547576,74.63072378935644,-28366624681.069252,-26981321784.77715,15692914888.10237,62.34547943327216,-17.06705532144114,79.44138475451471,255.46516993943135,-4163.150116628166,-1393.4702494925305,-1.4643597426588486,5.187483255862106,2.6312987653643694,0.3082696686516895,0.2375690318681659,0.6889981349245158,-7.531866737301975e-07,4.2374770718803005e-05,0.00010455293292552046,False,144.0,False,3.0,0.5032407378598379,0.0,0.0,0.0,38.0637207403663,-134.83373693460217,29.930634241256893,0.05,4397.594874798504,5.998171819677864,0.3082696686516895,0.2375690318681659,0.6889981349245158,0.0,0.0,0.0,38.0637207403663,-134.83373693460217,29.930634241256893,28.833570358418132
13,-0.03171549836688145,-28366622433.72662,-26981321434.697292,15692918865.768154,59.29350224754506,-18.952538695418898,74.62480621559544,-28366624554.385204,-26981321817.796265,15692915050.25991,63.340320971383086,-16.511314586539097,81.07581237884663,251.6988159659068,-4149.194749834762,-1386.6836141217434,-1.8831769015539084,6.947064244187553,3.4847910331770238,0.30828839025342825,0.2375514625544549,0.6890860970497946,-3.037819735189201e-05,3.517084980230891e-05,0.00010372973572017004,False,142.0,False,4.0,0.5037456845254681,0.0,0.0,0.0,38.06375036537698,-134.83372973068126,29.930635064454098,0.06666666666666667,4382.0156106167315,7.996988520707426,0.30828839025342825,0.2375514625544549,0.6890860970497946,0.0,0.0,0.0,38.06375036537698,-134.83372973068126,29.930635064454098,28.862501671237947
13,-0.0316736861688697,-28366622315.143024,-26981321472.605885,15692919015.01185,59.290093903417784,-18.95605174304729,74.61888864143212,-28366624425.72488,-26981321849.79243,15692915215.723223,64.32845738258627,-15.999839897240214,82.72869757354572,247.17421358756727,-4131.683237055195,-1378.2300509793795,-2.26229942691949,8.725282077488478,4.317960519092059,0.3083021193463047,0.23751035720017669,0.6891687067856177,-5.86029686706004e-05,2.677962684378593e-05,9.735966980759051e-05,False,140.0,False,5.0,0.5043140759406933,0.0,0.0,0.0,38.0637785901483,-134.8337213394583,29.93064143452001,0.08333333333333333,4362.501522824737,9.99466503056604,0.3083021193463047,0.23751035720017669,0.6891687067856177,0.0,0.0,0.0,38.0637785901483,-134.8337213394583,29.93064143452001,28.89506810044182
13,-0.03162457442244444,-28366622196.566246,-26981321510.5215,15692919164.24371,59.28668556394298,-18.95956479243275,74.61297106686648,-28366624295.0975,-26981321880.863102,15692915384.526451,65.31198578488129,-15.537092598408297,84.39865503982573,241.97261476930035,-4110.5761986001,-1368.159876880028,-2.6007992020103314,10.523225599543,5.125892459645205,0.3083096283558718,0.23744789279760778,0.6892418686269246,-8.395714733295647e-05,1.7638679360937626e-05,8.577441360754135e-05,False,138.0,False,6.0,0.5049377213005521,0.0,0.0,0.0,38.06380394432696,-134.83371219851082,29.93065301977621,0.1,4339.037782677205,11.990713365596823,0.3083096283558718,0.23744789279760778,0.6892418686269246,0.0,0.0,0.0,38.06380394432696,-134.83371219851082,29.93065301977621,28.930800347474648
13,-0.03156824587892354,-28366622077.99628,-26981321548.44414,15692919313.463734,59.28327722912066,-18.96307784357528,74.6070534918985,-28366624162.50863,-26981321911.111607,15692915556.699884,66.29273238516205,-15.126009448661344,86.0837575863054,236.175132313152,-4085.833839183961,-1356.5313061507863,-2.898742825109558,12.341105755305076,5.904636502908996,0.30831001343237063,0.23736736189533592,0.6893019786891696,-0.00010512000012144906,8.224912622789171e-06,6.957735475424914e-05,False,136.0,False,7.0,0.5056111502000347,0.0,0.0,0.0,38.06382510717975,-134.83370278474408,29.930669216835064,0.11666666666666667,4311.611536202101,13.984646347378028,0.30831001343237063,0.23736736189533592,0.6893019786891696,0.0,0.0,0.0,38.06382510717975,-134.83370278474408,29.930669216835064,28.969384981217136
13,-0.031504825121401604,-28366621959.433136,-26981321586.37381,15692919462.671923,59.2798688989508,-18.966590896474877,74.60113591652821,-28366624027.9614,-26981321940.643883,15692915732.269558,67.27191172886697,-14.767894111495053,87.7818782640233,229.86132423355647,-4057.417615390875,-1343.4077298110924,-3.156904551809525,14.17828893337753,6.651608278220648,0.3083027418369268,0.23727300100898666,0.6893461137981111,-0.00012098922812649146,-9.704409441669709e-07,4.961217320822944e-05,False,134.0,False,8.0,0.5063313695591217,0.0,0.0,0.0,38.06384097640776,-134.8336935893905,29.930689182016607,0.13333333333333333,4280.212408581936,15.976038811747577,0.3083027418369268,0.23727300100898666,0.6893461137981111,0.0,0.0,0.0,38.06384097640776,-134.8336935893905,29.930689182016607,29.01065051081644
13,-0.03143448506482128,-28366621840.876804,-26981321624.310505,15692919611.868277,59.27646057343342,-18.970103951131538,74.59521834075558,-28366623891.458336,-26981321969.56579,15692915911.257679,68.24982741500723,-14.46270859717888,89.49110160815194,223.108875328109,-4025.291566415135,-1328.854716799021,-3.376225559282174,16.033486602223988,7.365712330974294,0.30828767998764134,0.2371697692459603,0.689372184926565,-0.00013073837879664567,-9.467592622575039e-06,2.691889260986901e-05,False,132.0,False,9.0,0.5070972833368316,0.0,0.0,0.0,38.06385072555843,-134.8336850922388,29.930711875297206,0.15,4244.832696733994,17.964557044177656,0.30828767998764134,0.2371697692459603,0.689372184926565,0.0,0.0,0.0,38.06385072555843,-134.8336850922388,29.930711875297206,29.054534137750135
13,-0.03135745058637507,-28366621722.327293,-26981321662.254227,15692919761.052795,59.27305225256851,-18.973617007545265,74.58930076458064,-28366623753.003567,-26981321997.981674,15692916093.683744,69.22567916274613,-14.209700039372517,91.21007428270599,215.99456532536402,-3989.4230633306524,-1312.937459188404,-3.557152766708607,17.905028741528625,8.047139687359527,0.3082651006393358,0.23706308882407365,0.689379046741666,-0.0001338598661572161,-1.6823358388372606e-05,2.679689772329785e-06,False,130.0,False,10.0,0.5079087663122115,0.0,0.0,0.0,38.06385384704579,-134.83367773647302,29.930736114500043,0.16666666666666666,4205.467251355635,19.949933513386597,0.3082651006393358,0.23706308882407365,0.689379046741666,0.0,0.0,0.0,38.06385384704579,-134.83367773647302,29.930736114500043,29.101028687386123
