run_id,reward,rso_r_N_x,rso_r_N_y,rso_r_N_z,rso_v_N_x,rso_v_N_y,rso_v_N_z,inspector_r_N_x,inspector_r_N_y,inspector_r_N_z,inspector_v_N_x,inspector_v_N_y,inspector_v_N_z,hill_x,hill_y,hill_z,v_DC_Hc_x,v_DC_Hc_y,v_DC_Hc_z,inspector_sigma_BN_x,inspector_sigma_BN_y,inspector_sigma_BN_z,inspector_omega_BN_B_x,inspector_omega_BN_B_y,inspector_omega_BN_B_z,docked_state,dV_remaining,max_range_violation,sim_time,pointing_error,torque_cmd_x,torque_cmd_y,torque_cmd_z,wheel_speeds_x,wheel_speeds_y,wheel_speeds_z,time_min,range_mag,vel_mag,sigma_1,sigma_2,sigma_3,torque_x,torque_y,torque_z,ws_0,ws_1,ws_2,pointing_error_deg
8,-2.0136058551012086,-5720149826.174864,-41258907498.18798,6496739785.964041,-95.84294484831742,14.50069167082255,7.648522561692216,-5720147941.684284,-41258906343.09569,6496735485.351595,-96.92932517702376,13.650648475625015,9.102342021324567,-2048.9377741446588,-2023.7176867390522,3884.228505221456,1.2033783895386303,1.058527314548459,-1.2032397185602577,-0.48928232600822047,-0.4919138371406853,-0.142216493188791,-8.597752144430187e-05,-2.0369245092419844e-05,-1.5919921541964172e-05,False,148.0,False,1.0,2.373113684282348,0.0,0.0,0.0,91.79489313812404,-151.5096133070625,-18.189973219706022,0.016666666666666666,4835.370757109762,2.004092174620401,-0.48928232600822047,-0.4919138371406853,-0.142216493188791,0.0,0.0,0.0,91.79489313812404,-151.5096133070625,-18.189973219706022,135.96939841411987
8,-2.0135870014205577,-5720150017.856704,-41258907469.18488,6496739801.259027,-95.83889546504093,14.502400797541494,7.646463030837505,-5720148137.717492,-41258906317.48361,6496735506.451529,-98.01457898857517,12.806888745924113,10.548937370926932,-2044.1340059235865,-2019.4221205939316,3879.4537221532337,2.401885284976892,2.120172260638552,-2.4017767354807087,-0.48931884238193596,-0.4919448151177535,-0.14226263819006837,-7.911975483562028e-05,-1.4144107139914276e-05,-3.4584230725956596e-05,False,146.0,False,2.0,2.3732431315244624,0.0,0.0,0.0,91.79488628035743,-151.50961953220045,-18.18995455539684,0.03333333333333333,4827.702426376949,4.0040872647915755,-0.48931884238193596,-0.4919448151177535,-0.14226263819006837,0.0,0.0,0.0,91.79488628035743,-151.50961953220045,-18.18995455539684,135.97681519476262
8,-2.013560921467591,-5720150209.530445,-41258907440.17837,6496739816.549893,-95.83484608436386,14.504109927382224,7.644403502228677,-5720148335.933695,-41258906293.55237,6496735530.439132,-99.10607677570933,11.96647743571039,11.992771879805591,-2036.938925777631,-2012.9905252850076,3872.28748726522,3.5975368783124217,3.1882197073259175,-3.597473628044787,-0.48934048739309566,-0.49198091780386194,-0.14231118631327733,-6.6894023514447e-05,-5.619655493628129e-06,-5.043685519194635e-05,False,144.0,False,3.0,2.373338763842066,0.0,0.0,0.0,91.79487405462612,-151.5096280566521,-18.189938702772373,0.05,4816.208200053869,6.004068037379071,-0.48934048739309566,-0.49198091780386194,-0.14231118631327733,0.0,0.0,0.0,91.79487405462612,-151.5096280566521,-18.189938702772373,135.98229452294638
8,-2.013527687228202,-5720150401.196088,-41258907411.168434,6496739831.83664,-95.83079670628618,14.505819060344738,7.642343975865731,-5720148536.340825,-41258906271.29768,6496735557.310864,-100.20154002292792,11.12819990464454,13.434836444772573,-2027.3561841509197,-2004.4148251631657,3862.733384389197,4.79136547098223,4.260320726455445,-4.79136275767368,-0.48934554619497567,-0.4920187599301346,-0.14235927153409145,-5.024278646352862e-05,4.546383398335018e-06,-6.225554952274532e-05,False,142.0,False,4.0,2.3733913284740824,0.0,0.0,0.0,91.79485740338906,-151.50963822269102,-18.18992688407804,0.06666666666666667,4800.8916971354065,8.004041032154255,-0.48934554619497567,-0.4920187599301346,-0.14235927153409145,0.0,0.0,0.0,91.79485740338906,-151.50963822269102,-18.18992688407804,135.98530625451258
8,-2.0134873952582844,-5720150592.853632,-41258907382.15508,6496739847.119269,-95.82674733080792,14.507528196429034,7.640284451748664,-5720148738.94146,-41258906250.71817,6496735587.065562,-101.29829226832737,10.290611342876105,14.876319495690954,-2015.3869700798546,-1993.6924669137975,3850.7925321278567,5.984605075115593,5.33371530056305,-5.984678157273327,-0.48933358334336263,-0.4920548214775653,-0.14240406246088483,-3.0449740768191876e-05,1.5569711163001107e-05,-6.912917000241282e-05,False,140.0,False,5.0,2.3733927872209537,0.0,0.0,0.0,91.79483761034335,-151.50964924601877,-18.18992001045756,0.08333333333333333,4781.756729204043,10.004018665451609,-0.48933358334336263,-0.4920548214775653,-0.14240406246088483,0.0,0.0,0.0,91.79483761034335,-151.50964924601877,-18.18992001045756,135.98538983455168
8,-2.0134401675393936,-5720150784.5030775,-41258907353.13831,6496739862.3977785,-95.82269795792907,14.509237335635104,7.638224929877475,-5720148943.732408,-41258906231.81558,6496735619.70464,-102.39344936835596,9.452149043672422,16.31850963509331,-2001.0297807418642,-1980.8268479221501,3836.4633721444325,7.178592345439222,6.40542893272855,-7.17875646007915,-0.48930547688315645,-0.4920857193909764,-0.14244298111163559,-9.040868698999961e-06,2.6600085840768473e-05,-7.052791068309209e-05,False,138.0,False,6.0,2.3733367779778907,0.0,0.0,0.0,91.79481620147128,-151.50966027639345,-18.189918611716877,0.1,4758.80724453837,12.004009837856795,-0.48930547688315645,-0.4920857193909764,-0.14244298111163559,0.0,0.0,0.0,91.79481620147128,-151.50966027639345,-18.189918611716877,135.98218074131043
8,-2.0133861529315893,-5720150976.144424,-41258907324.118126,6496739877.672169,-95.81864858764962,14.510946477962944,7.636165410252161,-5720149150.704775,-41258906214.59474,6496735655.232043,-103.48415904312373,8.611274941846355,17.76267143672389,-1984.2804961427632,-1965.8272456675465,3819.7417216451213,8.374640440547173,7.472520242113086,-8.374910761383335,-0.48926335077397504,-0.4921084688415244,-0.14247390231208776,1.2333213821820976e-05,3.678698885328684e-05,-6.634411214052956e-05,False,136.0,False,7.0,2.373218924618017,0.0,0.0,0.0,91.79479482738876,-151.50967046329646,-18.18992279551542,0.11666666666666667,4732.047407545476,14.004009837841886,-0.48926335077397504,-0.4921084688415244,-0.14247390231208776,0.0,0.0,0.0,91.79479482738876,-151.50967046329646,-18.18992279551542,135.97542824118824
8,-2.013325529086519,-5720151167.777673,-41258907295.09452,6496739892.94244,-95.8145992199696,14.512655623412554,7.634105892872722,-5720149359.844424,-41258906199.06326,6496735693.653985,-104.56779983793223,7.766594811186617,19.209941179319806,-1965.1326249394183,-1948.7083439598375,3800.621032641921,9.573933293356534,8.53228665448517,-9.574324892371775,-0.48921041082910033,-0.49212071374823524,-0.14249531814586433,3.2024535640854876e-05,4.53452326763448e-05,-5.69005079740295e-05,False,134.0,False,8.0,2.3730369355388823,0.0,0.0,0.0,91.79477513606695,-151.50967902154028,-18.18993223911959,0.13333333333333333,4701.48175336033,16.003993607991607,-0.48921041082910033,-0.49212071374823524,-0.14249531814586433,0.0,0.0,0.0,91.79477513606695,-151.50967902154028,-18.18993223911959,135.96500103503635
8,-2.013258504860076,-5720151359.4028225,-41258907266.0675,6496739908.208592,-95.81054985488898,14.514364771983926,7.632046377739156,-5720149571.132559,-41258906185.23117,6496735734.978624,-105.64204221593273,6.916898478819467,20.66128994266607,-1943.5776488516858,-1929.4896265743203,3779.0927179762807,10.777488855860556,9.582327724748339,-10.778016669159905,-0.489150696914155,-0.49212090865079683,-0.14250645459409475,4.851485626707083e-05,5.1615440249765706e-05,-4.292528948071978e-05,False,132.0,False,9.0,2.3727904323224767,0.0,0.0,0.0,91.79475864574633,-151.50968529174787,-18.189946214338082,0.15,4667.115390392133,18.00391385180922,-0.489150696914155,-0.49212090865079683,-0.14250645459409475,0.0,0.0,0.0,91.79475864574633,-151.50968529174787,-18.189946214338082,135.95087744109992
8,-2.0131853229473538,-5720151551.019874,-41258907237.037056,6496739923.470626,-95.80650049240778,14.516073923677057,7.62998686485146,-5720149784.546058,-41258906173.11069,6496735779.215828,-106.70472466858715,6.061097839680114,22.117572019854162,-1919.6052226330787,-1908.1950332428478,3755.1463879489247,11.986210414515988,10.62041759489537,-11.986889210651267,-0.4890887707113073,-0.49210843783030894,-0.14250733125641504,6.053275122413656e-05,5.511475019572511e-05,-2.549592717365433e-05,False,130.0,False,10.0,2.3724804262806716,0.0,0.0,0.0,91.79474662785138,-151.5096887910578,-18.18996364370039,0.16666666666666666,4628.954189725658,20.00370023119329,-0.4890887707113073,-0.49210843783030894,-0.14250733125641504,0.0,0.0,0.0,91.79474662785138,-151.5096887910578,-18.18996364370039,135.9331154032809
8,-2.0131062623509925,-5720151742.628826,-41258907208.0032,6496739938.728539,-95.802451132526,14.517783078491943,7.627927354209634,-5720150000.057243,-41258906162.71623,6496735826.377167,-107.75356776024068,5.198081739898264,23.57963945716619,-1893.2032060855313,-1884.8531893781842,3728.7698302257218,13.20100746607633,11.644210502237287,-13.201851812656084,-0.4890293633643156,-0.4920836624921586,-0.14249875953666818,6.715165949201504e-05,5.55738780540592e-05,-5.9560916754857455e-06,False,128.0,False,11.0,2.3721084201689466,0.0,0.0,0.0,91.79474000894311,-151.5096892501857,-18.18998318353589,0.18333333333333332,4587.004945696397,22.003252660076118,-0.4890293633643156,-0.4920836624921586,-0.14249875953666818,0.0,0.0,0.0,91.79474000894311,-151.5096892501857,-18.18998318353589,135.911801023126
8,-2.0130216400457646,-5720151934.229678,-41258907178.96592,6496739953.982335,-95.79840177524363,14.51949223642858,7.625867845813674,-5720150217.632911,-41258906154.064865,6496735876.476178,-108.78580875036721,4.326539849337436,25.048475907821178,-1864.3573226256458,-1859.498406942679,3699.9487214137703,14.422939143398162,12.650864885003502,-14.423963366637595,-0.4889770103803336,-0.49204789245225133,-0.14248227952758682,6.786132624784395e-05,5.295772631120329e-05,1.4187917851007363e-05,False,126.0,False,12.0,2.371675119419206,0.0,0.0,0.0,91.79473929927636,-151.50968663403395,-18.190003327545416,0.2,4541.2754918570645,24.002422275155585,-0.4889770103803336,-0.49204789245225133,-0.14248227952758682,0.0,0.0,0.0,91.79473929927636,-151.50968663403395,-18.190003327545416,135.886974718906
8,-2.0129318114262174,-5720152125.822432,-41258907149.925224,6496739969.232011,-95.79435242056068,14.521201397486962,7.6238083396635785,-5720150437.232674,-41258906147.17694,6496735929.528833,-109.79785667333789,3.444814990719928,26.525297957253272,-1833.0506692507586,-1832.1723808510817,3668.666087709039,15.653327553895187,13.63668932790836,-15.654545686068882,-0.4889357020499658,-0.49200328464590976,-0.14246004063275,6.260713039216219e-05,4.746799985466784e-05,3.338325891711506e-05,False,124.0,False,13.0,2.37117885063307,0.0,0.0,0.0,91.79474455347221,-151.5096811443075,-18.19002252288648,0.21666666666666667,4491.77484434611,26.000976134996197,-0.4889357020499658,-0.49200328464590976,-0.14246004063275,0.0,0.0,0.0,91.79474455347221,-151.5096811443075,-18.19002252288648,135.85854061195636
