sim_time,r_DC_Hc,v_DC_Hc,sigma_BN,reward,dV_remaining,hill_x,hill_y,hill_z,sigma_1,sigma_2,sigma_3
49.5,[2059.09887819  211.73900226  684.48658027],[ 5.2185868  -1.93479339  2.09477898],[-0.44221693 -0.74309293 -0.17809641],-1.900129498030071,44.70520503648081,2059.098878193348,211.73900225820086,684.4865802678024,-0.4422169269428798,-0.7430929296013017,-0.17809641029872922
50.0,[2111.81341764  192.1336728   705.61199993],[ 5.28303219 -2.01160823  2.10886752],[-0.44138006 -0.74468824 -0.17817718],-1.931547806880101,44.65172228911023,2111.813417644921,192.1336728037364,705.6119999283853,-0.44138006040584954,-0.7446882437879521,-0.1781771840920637
50.5,[2165.17265851  171.75353465  726.87702926],[ 5.3475261  -2.08970065  2.12274732],[-0.44095521 -0.74603342 -0.17827695],-1.962838602535898,44.59823954648493,2165.17265850693,171.7535346543309,726.8770292622963,-0.44095521211665356,-0.7460334163116689,-0.1782769506446882
51.0,[2219.17705659  150.58579913  748.27956304],[ 5.41206266 -2.16907277  2.13641696],[-0.44078674 -0.74717527 -0.17829679],-1.9940034362769705,44.54475681095556,2219.1770565896754,150.58579913396244,748.2795630444509,-0.44078673768155296,-0.7471752699592565,-0.17829678985859504
51.5,[2273.82700882  128.61765694  769.8174817 ],[ 5.47663594 -2.24972663  2.14987502],[-0.4408237  -0.74816409 -0.17838509],-2.0250437788735898,44.49127407563503,2273.827008818142,128.61765693556575,769.8174817042776,-0.44082370145104144,-0.7481640860468585,-0.17838509445652706
52.0,[2329.12285288  105.83627887  791.48865151],[ 5.54124004 -2.33166417  2.16312012],[-0.44094414 -0.74900269 -0.17838021],-2.0559610206726244,44.437791346472984,2329.1228528803626,105.8362788712007,791.4886515097354,-0.4409441394032926,-0.7490026883866678,-0.17838021308684415
52.5,[2385.06486716   82.22881672  813.29092464],[ 5.60586899 -2.41488728  2.17615086],[-0.44113801 -0.74971995 -0.17845417],-2.086756481350877,44.38430861897697,2385.0648671619515,82.22881671878685,813.2909246366085,-0.441138011997593,-0.74971994538965,-0.17845416890854465
53.0,[2441.65327048   57.782404    835.22213941],[ 5.67051684 -2.49939774  2.18896589],[-0.44136083 -0.75034476 -0.17845235],-2.1174314108703265,44.33082589262725,2441.653270483506,57.782403998579895,835.2221394096595,-0.44136082879500693,-0.7503447579797934,-0.1784523541394367
53.5,[2498.88822176   32.48415679  857.28012046],[ 5.73517759 -2.58519726  2.20156385],[-0.4415832  -0.75086392 -0.17850579],-2.1479869914716843,44.27734317551525,2498.888221760582,32.4841567942895,857.2801204555884,-0.44158319677443586,-0.7508639184061582,-0.1785057907974492
54.0,[2556.76982001    6.32117463  879.46267877],[ 5.79984523 -2.67228747  2.2139434 ],[-0.44180078 -0.75131868 -0.17848131],-2.178424347118364,44.22386046148248,2556.7698200090763,6.3211746307239505,879.4626787718227,-0.44180077730052064,-0.7513186832143776,-0.1784813063777332
54.5,[2615.29810403  -20.71945879  901.76761194],[ 5.86451374 -2.76066991  2.22610323],[-0.44198558 -0.75168218 -0.17849964],-2.2087445434489377,44.170377753341285,2615.2981040326717,-20.719458785009056,901.767611935536,-0.4419855777971177,-0.7516821796079239,-0.17849964082100475
55.0,[2674.47305219  -48.65067465  924.1927042 ],[ 5.92917705 -2.85034605  2.23804202],[-0.44215715 -0.75200237 -0.17845026],-2.2389485898175456,44.11689505281576,2674.473052187331,-48.650674645541095,924.192704202517,-0.44215714927330346,-0.7520023743007227,-0.17845025645523022
55.5,[2734.29458226  -77.48541827  946.73572679],[ 5.9938291  -2.94131726  2.24975848],[-0.44228101 -0.75224111 -0.17843266],-2.2690374474709505,44.063412355996,2734.294582257051,-77.48541827058709,946.7357267878485,-0.4422810106242413,-0.7522411108351335,-0.17843266309146294
56.0,[2794.76255114 -107.23664821  969.39443785],[ 6.0584638  -3.03358483  2.26125133],[-0.44238919 -0.75244855 -0.17835757],-2.2990120263144034,44.00992966700076,2794.7625511369233,-107.23664821355277,969.3944378537559,-0.44238918719248055,-0.7524485480913777,-0.17835757063582475
56.5,[2855.87675468 -137.91733544  992.16658277],[ 6.12307501 -3.12714997  2.27251932],[-0.44244351 -0.75258191 -0.17830556],-2.328873192794497,43.956446986038884,2855.8767546843824,-137.91733544417366,992.1665827661535,-0.4424435075527034,-0.7525819124096507,-0.17830556088913094
57.0,[2917.63692753 -169.54046244 1015.04989421],[ 6.18765663 -3.2220138   2.28356119],[-0.44247922 -0.75268987 -0.17819521],-2.3586217709159722,43.90296430836508,2917.636927530596,-169.5404624402382,1015.0498942148485,-0.4424792200555874,-0.752689874282563,-0.17819521439877858
57.5,[2980.04274271 -202.11902245 1038.04209243],[ 6.25220246 -3.31817736  2.29437571],[-0.44246262 -0.75273105 -0.1781108 ],-2.3882585435375336,43.84948164509194,2980.042742707332,-202.11902245345684,1038.0420924322218,-0.4424626219856137,-0.7527310488609716,-0.17811079620808404
58.0,[3043.09381163 -235.66601848 1061.1408852 ],[ 6.31670634 -3.41564159  2.30496166],[-0.44242652 -0.75275108 -0.17796439],-2.4177842572352866,43.79599898964332,3043.0938116281172,-235.66601847865405,1061.1408852045763,-0.4424265161768506,-0.7527510766619359,-0.17796439000488237
58.5,[3106.78968375 -270.1944625  1084.34396819],[ 6.38116206 -3.51440736  2.31531784],[-0.44233898 -0.75270844 -0.17784501],-2.4471996235607487,43.74251634551613,3106.789683747896,-270.1944625046964,1084.3439681868583,-0.44233898069560956,-0.7527084383257577,-0.17784500791933508
59.0,[3171.12984642 -305.71737455 1107.64902491],[ 6.44556341 -3.61447543  2.32544305],[-0.44223359 -0.75264892 -0.17766296],-2.4765053209651025,43.68903371015089,3171.129846424663,-305.7173745515573,1107.649024906687,-0.44223359118030886,-0.752648923571586,-0.17766295917072217
59.5,[3236.11372467 -342.24778183 1131.05372706],[ 6.50990413 -3.7158465   2.33533614],[-0.44207779 -0.75252965 -0.17750761],-2.5057019976447457,43.63555108302784,3236.1137246679737,-342.24778183138693,1131.0537270573275,-0.4420777862162629,-0.7525296487891318,-0.17750760545625743
60.0,[3301.74068082 -379.79871788 1154.55573463],[ 6.57417795 -3.81852115  2.34499594],[-0.4419065  -0.7523971  -0.17729098],-2.5347902718864073,43.58206847030545,3301.740680821782,-379.7987178778613,1154.5557346267892,-0.4419064974565401,-0.7523971027394336,-0.1772909825681484
60.5,[3368.01001447 -418.38322161 1178.15269598],[ 6.63837858 -3.9224999   2.35442131],[-0.44168588 -0.75220722 -0.17709934],-2.5637707361802367,43.52858587129912,3368.0100144709795,-418.3832216078293,1178.152695975922,-0.4416858833460485,-0.7522072174963826,-0.17709934148043183
61.0,[3434.9209621  -458.01433642 1201.84224813],[ 6.7024997  -4.02778314  2.36361112],[-0.4414522  -0.75200703 -0.17684871],-2.5926439567840753,43.47510328883523,3434.9209621034383,-458.0143364181648,1201.8422481305531,-0.44145219667979885,-0.7520070255437624,-0.17684871026485344
61.5,[3502.47269699 -498.70510929 1225.6220168 ],[ 6.76653497 -4.13437122  2.37256427],[-0.44117094 -0.75175197 -0.1766221 ],-2.6214104778723715,43.42162072316662,3502.4726969936128,-498.70510928784313,1225.622016804443,-0.4411709388552515,-0.7517519737776378,-0.1766221041254391
62.0,[3570.66432894 -540.46858984 1249.48961668],[ 6.83047805 -4.24226435  2.38127966],[-0.44087849 -0.7514889  -0.17633805],-2.65007082161318,43.368138172107486,3570.664328944689,-540.4685898426885,1249.4896166768476,-0.44087848596018503,-0.7514888964635986,-0.17633805391545979
62.5,[3639.49490397 -583.31782942 1273.44265148],[ 6.89432253 -4.35146268  2.3897562 ],[-0.44053957 -0.75117282 -0.176076  ],-2.6786254881820386,43.3146556421272,3639.494903970678,-583.3178294216588,1273.4426514799059,-0.44053956524608234,-0.7511728220413144,-0.176076001250051
63.0,[3708.96340425 -627.26588019 1297.47871422],[ 6.95806203 -4.46196624  2.39799284],[-0.44019256 -0.75085162 -0.17576024],-2.707074961926461,43.26117312790265,3708.9634042476005,-627.2658801862549,1297.4787142208104,-0.44019255834814175,-0.7508516248963647,-0.1757602358605328
63.5,[3779.0687477  -672.32579413 1321.59538726],[ 7.0216901  -4.57377499  2.40598852],[-0.43979631 -0.75047684 -0.17545694],-2.735419706397918,43.20769063663182,3779.068747704512,-672.3257941339726,1321.5953872616312,-0.43979631407233655,-0.7504768350993221,-0.1754569438128183
64.0,[3849.80978793 -718.51062218 1345.79024255],[ 7.08520031 -4.68688878  2.41374222],[-0.4394026  -0.75010405 -0.17511986],-2.763660171046818,43.15420816565314,3849.809787931878,-718.5106221750293,1345.7902425455113,-0.4394026038909681,-0.7501040526495509,-0.1751198607371607
64.5,[3921.18531387 -765.83341315 1370.06084177],[ 7.14858617 -4.80130737  2.42125291],[-0.43894667 -0.74967106 -0.1747628 ],-2.791796788777362,43.10072571710839,3921.1853138663164,-765.8334131505587,1370.0608417687945,-0.4389466669305786,-0.7496710611050557,-0.1747628020912355
65.0,[3993.19404956 -814.30721292 1394.40473652],[ 7.21184118 -4.91703042  2.4285196 ],[-0.43852036 -0.74925623 -0.17443428],-2.8198299788628756,43.047243296680264,3993.194049556552,-814.3072129227023,1394.404736520826,-0.4385203633416724,-0.749256231217198,-0.17443427763332325
65.5,[4065.83465394 -863.94506335 1418.81946848],[ 7.27495883 -5.0340575   2.4355413 ],[-0.43801328 -0.74877365 -0.17400863],-2.847760147180574,42.99376090578192,4065.834653938806,-863.945063346396,1418.8194684839114,-0.4380132770787341,-0.7487736463020153,-0.17400863496291333
66.0,[4139.10572065 -914.76000131 1443.30256957],[ 7.33793257 -5.15238807  2.44231704],[-0.43751298 -0.74828617 -0.17365296],-2.8755876880589306,42.94027854535077,4139.105720647283,-914.760001309887,1443.3025695686347,-0.4375129816801936,-0.7482861713987442,-0.17365295873320033
66.5,[4213.00577777 -966.76505772 1467.85156205],[ 7.40075583 -5.27202149  2.44884587],[-0.43699335 -0.74778792 -0.17320053],-2.9033129842987035,42.88679621684403,4213.005777772829,-966.7650577213847,1467.851562053219,-0.436993354964854,-0.7477879179958659,-0.17320053345608974
67.0,[ 4287.53328756 -1019.97325657  1492.46395887],[ 7.46342202 -5.39295704  2.45512685],[-0.43642786 -0.7472375  -0.17278478],-2.9309364084811267,42.83331392517171,4287.5332875619215,-1019.9732565682227,1492.4639588708226,-0.43642786493217245,-0.7472375001306345,-0.17278477582776738
67.5,[ 4362.68664633 -1074.39761385  1517.13726368],[ 7.52592453 -5.51519387  2.46115906],[-0.43587004 -0.74669841 -0.17231774],-2.9584583246569607,42.77983166532161,4362.686646329169,-1074.3976138530936,1517.1372636815931,-0.4358700396839978,-0.7466984105728018,-0.17231774241920628
68.0,[ 4438.46418401 -1130.05113664  1541.86897105],[ 7.58825671 -5.63873107  2.4669416 ],[-0.43526099 -0.7461058  -0.17185445],-2.985879085713705,42.72634945158756,4438.464184009544,-1130.0511366437922,1541.8689710493627,-0.43526098924000634,-0.7461057979739334,-0.17185444613470502
68.5,[ 4514.86416407 -1186.94682198  1566.65656667],[ 7.65041192 -5.76356758  2.47247358],[-0.43467649 -0.74553181 -0.17139285],-3.01319903821247,42.67286728178368,4514.864164072187,-1186.9468219837627,1566.6565666747067,-0.43467649482521875,-0.7455318096761752,-0.17139284749738415
69.0,[ 4591.88478328 -1245.09765592  1591.49752752],[ 7.71238345 -5.88970226  2.47775413],[-0.43401673 -0.74489385 -0.17085701],-3.040418521549075,42.61938515872223,4591.884783283011,-1245.0976559214387,1591.497527520509,-0.4340167263491303,-0.744893846371932,-0.17085700798431555
69.5,[ 4669.52417148 -1304.51661241  1616.38932196],[ 7.77416462 -6.01713387  2.48278238],[-0.43338169 -0.74426738 -0.17039036],-3.067537867722628,42.56590308313179,4669.524171476438,-1304.5166124051118,1616.3893219574634,-0.4333816948359586,-0.7442673752014628,-0.1703903613335134
70.0,[ 4747.78039122 -1365.21665229  1641.32941   ],[ 7.83574867 -6.14586106  2.48755752],[-0.43271892 -0.74362457 -0.1698202 ],-3.0945574016983257,42.51242106404109,4747.780391219161,-1365.2166522889786,1641.3294100031142,-0.4327189196511042,-0.7436245735447987,-0.1698201975089171
70.5,[ 4826.65143775 -1427.21072224  1666.31524348],[ 7.89712887 -6.27588237  2.49207871],[-0.43201789 -0.74293707 -0.1692897 ],-3.121477444853692,42.45893909518949,4826.651437751579,-1427.21072223877,1666.315243484583,-0.4320178866938525,-0.7429370681179982,-0.16928970061052756
71.0,[ 4906.13523851 -1490.51175373  1691.34426622],[ 7.95829843 -6.40719623  2.49634514],[-0.43132769 -0.74226454 -0.1687103 ],-3.148298310656306,42.40545719394994,4906.135238512033,-1490.5117537296371,1691.3442662183927,-0.43132769486018974,-0.7422645365600437,-0.1687103021868163
71.5,[ 4986.22965315 -1555.1326619   1716.41391418],[ 8.01925055 -6.53980099  2.50035604],[-0.43058987 -0.74154274 -0.16813221],-3.1750203104380574,42.351975354790405,4986.229653151456,-1555.1326619025951,1716.4139141804574,-0.4305898721083571,-0.7415427445443219,-0.16813220721534794
72.0,[ 5066.93247314 -1621.08634455  1741.52161567],[ 8.07997841 -6.67369484  2.50411063],[-0.4298817  -0.74084396 -0.16756269],-3.2016437495239822,42.298493589343025,5066.932473139988,-1621.08634454779,1741.5216156735412,-0.42988170244268886,-0.7408439606576344,-0.1675626904725261
72.5,[ 5148.24142156 -1688.38568096  1766.66479156],[ 8.14047515 -6.80887592  2.50760815],[-0.42910208 -0.7400863  -0.16691401],-3.2281689295783633,42.24501190303742,5148.24142155677,-1688.3856809634378,1766.6647915633348,-0.4291020846080742,-0.7400862984571518,-0.16691400705745255
73.0,[ 5230.15415298 -1757.04353085  1791.8408554 ],[ 8.20073391 -6.94534221  2.51084788],[-0.42834397 -0.73933845 -0.16633008],-3.2545961497470963,42.19153029487795,5230.154152980633,-1757.0435308516487,1791.8408554024372,-0.4283439726505835,-0.7393384491407115,-0.16633008324561321
73.5,[ 5312.66825308 -1827.07273322  1817.04721365],[ 8.2607478  -7.0830916   2.51382909],[-0.42756567 -0.73858195 -0.16564919],-3.2809257042712088,42.13804877697235,5312.668253082194,-1827.0727332239258,1817.04721365368,-0.42756566507831145,-0.7385819486760685,-0.165649188949025
74.0,[ 5395.78123855 -1898.48610528  1842.2812658 ],[ 8.32050989 -7.22212187  2.51655108],[-0.42675269 -0.73778427 -0.16500503],-3.3071578858150312,42.08456735359002,5395.781238554344,-1898.4861052772078,1842.281265804197,-0.4267526949159893,-0.7377842708991227,-0.16500503179429574
74.5,[ 5479.4905568  -1971.29644126  1867.54040472],[ 8.38001326 -7.36243068  2.51901317],[-0.42595183 -0.73700353 -0.16431437],-3.3332929842101535,42.03108602745467,5479.490556804865,-1971.2964412578895,1867.5404047226477,-0.4259518259329205,-0.7370035342696665,-0.16431437459083817
75.0,[ 5563.79358574 -2045.51651131  1892.82201666],[ 8.43925095 -7.50401557  2.52121469],[-0.4251078  -0.73617825 -0.16362386],-3.359331286353107,41.97760480857639,5563.793585739159,-2045.5165113149853,1892.822016664185,-0.425107800832266,-0.7361782520788469,-0.16362385864021006
75.5,[ 5648.68762588 -2121.15906745  1918.12348575],[ 8.49821518 -7.64687468  2.52315542],[-0.42429515 -0.73537767 -0.16294466],-3.385273074585839,41.924124485831925,5648.687625880796,-2121.159067448715,1918.1234857488976,-0.424295149861314,-0.7353776719156869,-0.16294466399402938
76.0,[ 5734.16991482 -2198.23682855  1943.44218606],[ 8.55689968 -7.79100466  2.52483433],[-0.42341644 -0.73452377 -0.16218853],-3.4111186345295104,41.87064433972454,5734.16991481835,-2198.236828549339,1943.4421860629323,-0.42341644253401833,-0.7345237674893329,-0.1621885295345651
76.5,[ 5820.23761991 -2276.76248592  1968.7754857 ],[ 8.6152974  -7.93640271  2.52625082],[-0.42255916 -0.73368037 -0.16149278],-3.436868246243546,41.81716438475594,5820.237619906283,-2276.762485920409,1968.7754856996753,-0.4225591627003625,-0.733680367677639,-0.16149277803040216
77.0,[ 5906.8878381  -2356.74870221  1994.12074706],[ 8.67340129 -8.0830659   2.52740429],[-0.42168317 -0.73283075 -0.16070281],-3.462522190575249,41.76368463453833,5906.887838099347,-2356.7487022072037,1994.1207470600953,-0.4216831670770653,-0.7328307462478422,-0.16070281195998395
77.5,[ 5994.1175957  -2438.20811011  2019.47532702],[ 8.73120429 -8.2309912   2.52829419],[-0.42077806 -0.73194489 -0.15995007],-3.4880807458277685,41.71020510159573,5994.117595699782,-2438.208110109468,2019.475327023479,-0.4207780615856981,-0.7319448910474182,-0.1599500714789947
78.0,[ 6081.92384818 -2521.15331118  2044.83657708],[ 8.78869928 -8.38017545  2.52891994],[-0.41988415 -0.7310764  -0.15914955],-3.5135441894657946,41.65672579870517,6081.923848184004,-2521.1533111823323,2044.8365770806602,-0.4198841513793554,-0.7310763997890634,-0.15914954825152638
78.5,[ 6170.30347997 -2605.59687467  2070.20184359],[ 8.84587917 -8.53061536  2.52928102],[-0.41895317 -0.73016854 -0.15835326],-3.538912798005716,41.6032467412025,6170.303479971851,-2605.596874666034,2070.2018435946325,-0.41895317214787536,-0.7301685362584536,-0.15835325516387236
79.0,[ 6259.25330423 -2691.55133625  2095.56846799],[ 8.90273681 -8.68230754  2.52937691],[-0.41804799 -0.72928309 -0.1575554 ],-3.5641868469710407,41.549767945152055,6259.2533042281,-2691.5513362476086,2095.568467990005,-0.41804798628935547,-0.7292830880928638,-0.15755539718615247
79.5,[ 6348.77006257 -2779.0291968   2120.93378695],[ 8.95926504 -8.83524845  2.52920712],[-0.41708412 -0.72834994 -0.15669551],-3.589366610302315,41.49628943069249,6348.770062574699,-2779.029196802107,2120.9337869507954,-0.4170841218543883,-0.7283499368625452,-0.15669551369891344
80.0,[ 6438.8504251  -2868.04292116  2146.29513261],[ 9.0154567  -8.98943443  2.52877116],[-0.41615176 -0.72743525 -0.1558986 ],-3.614452362851402,41.442811206005395,6438.850425100306,-2868.04292116309,2146.2951326066313,-0.41615176135661863,-0.7274352494993356,-0.1558986044150023
80.5,[ 6529.49098991 -2958.60493693  2171.64983284],[ 9.07130457 -9.14486172  2.5280686 ],[-0.41519532 -0.72651038 -0.15500707],-3.63944437743898,41.3893332987414,6529.490989910383,-2958.6049369296124,2171.649832841288,-0.4151953220272698,-0.7265103774887597,-0.15500706777777779
81.0,[ 6620.68828312 -3050.72763306  2196.99521135],[ 9.12680146 -9.30152639  2.52709898],[-0.41420944 -0.72555128 -0.15414275],-3.664342926481363,41.335855721467524,6620.688283122147,-3050.727633059458,2196.9952113532186,-0.4142094364862906,-0.7255512841414951,-0.15414274546714093
81.5,[ 6712.43875857 -3144.42335875  2222.32858803],[ 9.18194013 -9.45942442  2.5258619 ],[-0.41324171 -0.72461411 -0.15324558],-3.6891482826240694,41.282378497238895,6712.4387585687255,-3144.4233587529357,2222.32858802771,-0.4132417068335223,-0.7246141080659977,-0.15324558310993774
82.0,[ 6804.7387977  -3239.70442202  2247.64727902],[ 9.23671332 -9.61855163  2.52435696],[-0.41222913 -0.72363543 -0.15232725],-3.713860717307953,41.22890164190937,6804.7387977015605,-3239.704422018408,2247.6472790185953,-0.4122291287417419,-0.7236354332874356,-0.15232724509860532
82.5,[ 6897.58470927 -3336.58308845  2272.94859707],[ 9.29111376 -9.77890372  2.52258379],[-0.41126246 -0.72268863 -0.15145987],-3.7384805013251112,41.17542518312771,6897.5847092728945,-3336.5830884538022,2272.948597072062,-0.4112624605928303,-0.7226886346547571,-0.1514598696096237
83.0,[ 6990.97272926 -3435.07157991  2298.22985167],[ 9.34513416 -9.94047628  2.52054203],[-0.41023871 -0.72170201 -0.15049395],-3.7630079056210377,41.121949141909,6990.972729261279,-3435.0715799137665,2298.229851669751,-0.41023871235287357,-0.7217020112812744,-0.15049394923786574
83.5,[ 7084.89902074 -3535.18207314  2323.48834926],[  9.39876723 -10.10326473   2.51823135],[-0.40921908 -0.72071169 -0.1495752 ],-3.7874432006324144,41.068473537601676,7084.899020737608,-3535.1820731418197,2323.48834925794,-0.4092190756132572,-0.7207116923934209,-0.14957519995989446
84.0,[ 7179.3596736  -3636.92669849  2348.72139345],[  9.45200564 -10.26726437   2.51565143],[-0.4081939  -0.71972798 -0.14858029],-3.811786656250084,41.014998398835054,7179.35967359759,-3636.9266984869905,2348.7213934506603,-0.4081938973451128,-0.7197279751963811,-0.1485802911364322
84.5,[ 7274.35070444 -3740.31753854  2373.92628536],[  9.50484204 -10.43247037   2.51280199],[-0.40714713 -0.71871426 -0.14761974],-3.8360385422232595,40.96152374986468,7274.350704438762,-3740.3175385427066,2373.926285361502,-0.4071471336121555,-0.718714260085583,-0.14761973586013116
85.0,[ 7369.86805657 -3845.36662668  2399.10032363],[  9.55726912 -10.59887776   2.50968275],[-0.40610884 -0.71771728 -0.14661292],-3.860199128205049,40.908049603195956,7369.86805657162,-3845.366626675832,2399.100323633407,-0.40610884151783433,-0.7177172762134088,-0.14661291899587653
85.5,[ 7465.9075996  -3952.0859458   2424.24080488],[  9.60927948 -10.76648142   2.50629347],[-0.40504593 -0.71669137 -0.14561741],-3.8842686828629795,40.85457599377682,7465.907599596635,-3952.0859457993874,2424.240804880398,-0.4050459261013218,-0.7166913742822675,-0.14561740852938304
86.0,[ 7562.46512941 -4060.48742684  2449.34502379],[  9.66086576 -10.9352761    2.50263393],[-0.40399668 -0.71568184 -0.14459897],-3.908247474395211,40.8011029428853,7562.465129410728,-4060.487426842924,2449.3450237926995,-0.4039966772347511,-0.7156818404897594,-0.14459896547397671
86.5,[ 7659.53636814 -4170.5829474   2474.41027333],[  9.71202056 -11.1052564    2.49870392],[-0.402906   -0.71463741 -0.14354841],-3.9321357715853726,40.74763047126528,7659.536368139493,-4170.5829474035245,2474.410273325163,-0.40290599697439466,-0.7146374143916775,-0.143548411556163
87.0,[ 7757.1169638  -4282.38433037  2499.43384504],[  9.76273647 -11.27641679   2.49450325],[-0.40186145 -0.71362284 -0.14255799],-3.9559338417956154,40.69415861438233,7757.116963799513,-4282.38433037402,2499.4338450429195,-0.40186145218817587,-0.7136228434553472,-0.14255799117110884
87.5,[ 7855.20249055 -4395.90334236  2524.41302919],[  9.8130061  -11.44875158   2.49003176],[-0.40076663 -0.71257693 -0.14146718],-3.979641953072115,40.64068737806095,7855.2024905511935,-4395.903342361943,2524.413029194499,-0.40076662719071776,-0.7125769345660672,-0.14146718386553667
88.0,[ 7953.7884483  -4511.15169229  2549.34511508],[  9.86282202 -11.62225494   2.48528931],[-0.39967332 -0.71152401 -0.14042165],-4.00326037197005,40.58721678519686,7953.788448301391,-4511.15169228929,2549.345115079981,-0.3996733197950148,-0.7115240111551909,-0.14042165345817098
88.5,[ 8052.87026274 -4628.14102992  2574.22739115],[  9.9121768  -11.79692088   2.48027578],[-0.3985744  -0.71047955 -0.13930251],-4.02678936495661,40.53374685496891,8052.870262740468,-4628.14102991523,2574.227391148647,-0.39857440435093955,-0.7104795504576847,-0.1393025148017245
89.0,[ 8152.44328532 -4746.8829443   2599.05714519],[  9.96106301 -11.97274327   2.47499106],[-0.3974601  -0.7094101  -0.13821845],-4.050229198139978,40.480277595654,8152.443285324789,-4746.882944296944,2599.0571451947867,-0.39746010010637506,-0.7094101025245582,-0.1382184527971289
89.5,[ 8252.50279324 -4867.38896232  2623.83166468],[ 10.00947323 -12.14971584   2.46943508],[-0.39635046 -0.70835522 -0.13708686],-4.07358013758047,40.42680901067973,8252.502793237587,-4867.3889623231,2623.8316646834473,-0.39635046058756895,-0.7083552214919138,-0.13708685662159178
90.0,[ 8297.73797959 -4922.16195574  2634.98735448],[ 10.0538245  -12.21503246   2.47835705],[-0.39583761 -0.70787113 -0.13656074],-5.084493449775914,40.37334108824472,8297.737979589141,-4922.16195573657,2634.98735448019,-0.39583761071832946,-0.7078711301398659,-0.1365607422395616
